Filename,Date Digitized ,QA complete,OCR complete,Bib ID,Call number,Prefix,Classification,Brief Title,Full Title,Repository
ksrl_sc_griffith_p726_0001,2015-04-03,2015-04-06,2015-04-29,7892853,Griffith P726,Griffith,P726,"El presidente del estado de Guatemala, a sus habitantes y a los de todos los estados /","El presidente del estado de Guatemala, a sus habitantes y a los de todos los estados /$c[signed] Mariano Rivera Paz.",Special Collections
ksrl_sc_griffith_p727_0001,2015-04-03,2015-04-06,2015-04-29,7892852,Griffith P727,Griffith,P727,El se{tilde}nor secretario de hacienda me ha comunicado con fecha de ayer el acuerdo siguiente... /,El se{tilde}nor secretario de hacienda me ha comunicado con fecha de ayer el acuerdo siguiente... /$c[signed] Juaquin de Arze.,Special Collections
ksrl_sc_griffith_p728_0001,2015-04-03,2015-04-06,2015-04-29,7892851,Griffith P728,Griffith,P728,"El presidente del estado de Guatemala, a todos sus habitantes /","El presidente del estado de Guatemala, a todos sus habitantes /$c[signed] Mariano Rivera Paz.",Special Collections
ksrl_sc_griffith_p729_0001,2015-04-03,2015-04-06,2015-04-29,7892850,Griffith P729,Griffith,P729,El presidente del estado a todos sus habitantes /,El presidente del estado a todos sus habitantes /$c[signed] Mariano Rivera Paz.,Special Collections
ksrl_sc_griffith_p731_0001,2015-04-03,2015-04-06,2015-04-29,7892848,Griffith P731,Griffith,P731,"El presidente del estado de Guatemala, a los habitantes del mismo /","El presidente del estado de Guatemala, a los habitantes del mismo /$c[signed] Mariano Rivera Paz.",Special Collections
ksrl_sc_griffith_p732_0001,2015-04-03,2015-04-06,2015-04-29,7892847,Griffith P732,Griffith,P732,"Lista de los individuos actuados, que estaban presentes el 17. de Marzo en estas c{acute}arceles, y fueron sacados por la tropa de Moraz{acute}an.","Lista de los individuos actuados, que estaban presentes el 17. de Marzo en estas c{acute}arceles, y fueron sacados por la tropa de Moraz{acute}an.",Special Collections
ksrl_sc_griffith_p733_0001,2015-04-03,2015-04-06,2015-04-29,7892846,Griffith P733,Griffith,P733,Aviso al p{acute}ublico.,Aviso al p{acute}ublico.$bEl gobierno recibi{acute}o partes a las 9 de esta ma{tilde}nana de haber sido invadido el territorio... /$c[signed] Vicente Cruz.,Special Collections
ksrl_sc_griffith_p734_0001,2015-04-03,2015-04-06,2015-04-29,7892845,Griffith P734,Griffith,P734,"Al p{acute}ublico / Jos{acute}e Maria Bosque, oficial mayor y secretario accidental de la Corte Suprema de Justicia de la rep{acute}ublica de Guatemala.","Al p{acute}ublico / Jos{acute}e Maria Bosque, oficial mayor y secretario accidental de la Corte Suprema de Justicia de la rep{acute}ublica de Guatemala.",Special Collections
ksrl_sc_griffith_p735_0001,2015-04-03,2015-04-06,2015-04-29,7881292,Griffith P735,Griffith,P735,"Se{tilde}nor presidente constitucional de la rep{acute}ublica y jefe supremo del ej{acute}ercito, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica y jefe supremo del ej{acute}ercito, licenciado don Manuel Estrada Cabrera /$c[signed] Jos{acute}e Mar{acute}ia Orellana... [et al.].",Special Collections
ksrl_sc_griffith_p737_0001,2015-04-03,2015-04-06,2015-04-29,6023661,Griffith P737,Griffith,P737,A los padres de familia a a los maestros de instrucci{acute}on p{acute}ublica en las fiestas minervales o escolares de 1907 /,A los padres de familia a a los maestros de instrucci{acute}on p{acute}ublica en las fiestas minervales o escolares de 1907 /$c[signed] Doctor Santos Toru{tilde}no.,Special Collections
ksrl_sc_griffith_p741_0001,2015-04-03,2015-04-06,2015-04-29,7892855,Griffith P741,Griffith,P741,Aviso.,"Aviso.$bEn cumplimiento de acuerdo del supremo gobierno, se avisa al p{acute}ublico para su exacta observancia...",Special Collections
ksrl_sc_griffith_p745_0001,2015-04-03,2015-04-06,2015-04-29,6769517,Griffith P745,Griffith,P745,"La necesidad de que le subministren recursos, obliga al hombre bajo a olvidar los beneficios que recibi{acute}o de sus bien-hechores /","La necesidad de que le subministren recursos, obliga al hombre bajo a olvidar los beneficios que recibi{acute}o de sus bien-hechores /$c[El Observador].",Special Collections
ksrl_sc_griffith_p753_0001,2015-04-03,2015-04-06,2015-04-29,6771103,Griffith P753,Griffith,P753,Al p{acute}ublico respetable /,Al p{acute}ublico respetable /$c[Basilio Zece{tilde}na].,Special Collections
ksrl_sc_griffith_p778_0001,2015-04-03,2015-04-06,2015-04-29,7893039,Griffith P778,Griffith,P778,Aviso al p{acute}ublico.,Aviso al p{acute}ublico.$bLa junta de gobierno de la Sociedad Econ{acute}omica de amigos del estado de Guatemala...$c[signed] Marcos Dard{acute}on.,Special Collections
ksrl_sc_griffith_p779_0001,2015-04-03,2015-04-06,2015-04-29,7893040,Griffith P779,Griffith,P779,Aviso interesante /,Aviso interesante /$c[signed] Ger{acute}onimo Trabanino.,Special Collections
ksrl_sc_griffith_p780_0001,2015-04-03,2015-04-06,2015-04-29,7893041,Griffith P780,Griffith,P780,Aviso.,Aviso.$bNo habi{acute}endose realizado la venta de los villetes... /$c[signed] Julian Rivera.,Special Collections
ksrl_sc_griffith_p781_0001,2015-04-03,2015-04-06,2015-04-29,7893042,Griffith P781,Griffith,P781,"El presidente provisorio de la rep{acute}ublica de Guatemala, a sus habitantes /","El presidente provisorio de la rep{acute}ublica de Guatemala, a sus habitantes /$c[signed] Mariano Paredes.",Special Collections
ksrl_sc_griffith_p783_0001,2015-04-03,2015-04-06,2015-04-29,7893044,Griffith P783,Griffith,P783,"El Ministro de la Guerra, coronel inspector de la artilleria del ej{acute}ercito, y jeneral de las milicias c{acute}ivicas de la rep{acute}ublica, a los benem{acute}eritos individuos que componen las espresadas fuerzas /","El Ministro de la Guerra, coronel inspector de la artilleria del ej{acute}ercito, y jeneral de las milicias c{acute}ivicas de la rep{acute}ublica, a los benem{acute}eritos individuos que componen las espresadas fuerzas /$c[signed] Jos{acute}e Basilio Porras.",Special Collections
ksrl_sc_griffith_p785_0001,2015-04-03,2015-04-06,2015-04-29,7893046,Griffith P785,Griffith,P785,A los pueblos.,A los pueblos.$bCuando a merced de los esfuerzos de los que se interesan por el bien de los pueblos...,Special Collections
ksrl_sc_griffith_p786_0001,2015-04-03,2015-04-06,2015-04-29,7893047,Griffith P786,Griffith,P786,Manifiesto a los pueblos de la rep{acute}ublica /,"Manifiesto a los pueblos de la rep{acute}ublica /$c[signed] R. Arroyo, Manuel Tejada.",Special Collections
ksrl_sc_griffith_p788_0001||ksrl_sc_griffith_p788_0002,2015-04-03,2015-04-06,2015-04-29,7893049,Griffith P788,Griffith,P788,Recuerdo.,Recuerdo.$bEn el n{acute}umero 72 de la Gaceta de Guatemala de 8 del corriente....,Special Collections
ksrl_sc_griffith_p799_0001,2015-04-03,2015-04-06,2015-04-29,8077275,Griffith P799,Griffith,P799,"Los redactores del ""ex-noticioso"" al p{acute}ublico /","Los redactores del ""ex-noticioso"" al p{acute}ublico /$c[signed] Miguel Boada y Balmes, Manuel P. de Lasala, Vicente Alvarez.",Special Collections
ksrl_sc_griffith_p800_0001,2015-04-03,2015-04-06,2015-04-29,8077274,Griffith P800,Griffith,P800,{iexcl}Qu{acute}e f{acute}uria!,{iexcl}Qu{acute}e f{acute}uria!,Special Collections
ksrl_sc_griffith_p801_0001,2015-04-03,2015-04-06,2015-04-29,8077273,Griffith P801,Griffith,P801,"El capitan general presidente de la rep{acute}ublica, al ej{acute}ercito espedicionario :","El capitan general presidente de la rep{acute}ublica, al ej{acute}ercito espedicionario :$b{iexcl}soldados! /$c[signed] Rafael Carrera.",Special Collections
ksrl_sc_griffith_p802_0001,2015-04-03,2015-04-06,2015-04-29,8077272,Griffith P802,Griffith,P802,Al p{acute}ublico  :,"Al p{acute}ublico  :$bhe trabajado, por amor {acute}a la justicia, y por compasion al desgraciado ... /$c[signed] Miguel Mu{tilde}noz.",Special Collections
ksrl_sc_griffith_p803_0001,2015-04-03,2015-04-06,2015-04-29,8077271,Griffith P803,Griffith,P803,Ministerio de Hacienda :,Ministerio de Hacienda :$bhabiendose reformado por decreto expedido el dia de hoy el sistema monetario establecido en la rep{acute}ublica...,Special Collections
ksrl_sc_griffith_p804_0001,2015-04-03,2015-04-08,2015-04-29,8077270,Griffith P804,Griffith,P804,"El Ministro de Relaciones Exteriores, encargado del gobierno, a los habitantes de la Rep{acute}ublica.","El Ministro de Relaciones Exteriores, encargado del gobierno, a los habitantes de la Rep{acute}ublica.",Special Collections
ksrl_sc_griffith_p805_0001,2015-04-03,2015-04-06,2015-04-29,8077298,Griffith P805,Griffith,P805,Ministerio de Gobernaci{acute}on :,Ministerio de Gobernaci{acute}on :$bCon presencia del art{acute}iculo 2.o del decreto emitido el 8 de mayo {acute}ultimo...,Special Collections
ksrl_sc_griffith_p807_0001,2015-04-03,2015-04-06,2015-04-29,8077268,Griffith P807,Griffith,P807,"El capitan general presidente de la rep{acute}ublica, a las tropas que concurrieron a la campa{tilde}na del Salvador y Honduras /","El capitan general presidente de la rep{acute}ublica, a las tropas que concurrieron a la campa{tilde}na del Salvador y Honduras /$c[signed] Rafael Carrera.",Special Collections
ksrl_sc_griffith_p808_0001,2015-04-03,2015-04-06,2015-04-29,8077267,Griffith P808,Griffith,P808,"Vicente Cerna, mariscal de campo, presidente de la rep{acute}ublica de Guatemala, al ej{acute}ercito /","Vicente Cerna, mariscal de campo, presidente de la rep{acute}ublica de Guatemala, al ej{acute}ercito /$c[signed] Vicente Cerna.",Special Collections
ksrl_sc_griffith_p809_0001,2015-04-03,2015-04-06,2015-04-29,8077266,Griffith P809,Griffith,P809,Programa de la recepci{acute}on del sr. presidente electo.,Programa de la recepci{acute}on del sr. presidente electo.,Special Collections
ksrl_sc_griffith_p810_0001,2015-04-03,2015-04-06,2015-04-29,8077265,Griffith P810,Griffith,P810,"Vicente Cerna, mariscal de campo, presidente de la rep{acute}ublica de Guatemala.","Vicente Cerna, mariscal de campo, presidente de la rep{acute}ublica de Guatemala.$bConciudadanos...",Special Collections
ksrl_sc_griffith_p811_0001,2015-04-03,2015-04-06,2015-04-29,8077264,Griffith P811,Griffith,P811,"Vicente Cerna, mariscal de campo, presidente de la rep{acute}ublica de Guatemala, al ej{acute}ercito.","Vicente Cerna, mariscal de campo, presidente de la rep{acute}ublica de Guatemala, al ej{acute}ercito.$bSoldados...",Special Collections
ksrl_sc_griffith_r21_0001,2015-04-28,2015-04-29,2015-05-01,7911338,Griffith R21,Griffith,R21,Dignidad y excelencia de los templos /,Dignidad y excelencia de los templos /$c[signed] Manuel J. Pizana.,Special Collections
ksrl_sc_griffith_r22_0001||ksrl_sc_griffith_r22_0002,2015-04-28,2015-04-29,2015-05-01,7911337,Griffith R22,Griffith,R22,"Clasificaci{acute}on de las mercaderias contenidas en los 130,724 bultos introducidos a la rep{acute}ublica, por los puertos de mar, desde 1.{deg} de enero hasta 31 de diciembre de 1878 ","Clasificaci{acute}on de las mercaderias contenidas en los 130,724 bultos introducidos a la rep{acute}ublica, por los puertos de mar, desde 1.{deg} de enero hasta 31 de diciembre de 1878 ;$bEstado que manifiesta la cantidad de bultos de mercaderias estrangeras introducidos a la rep{acute}ublica por los puertos de las costas del norte y del sur, desde 1.{deg} de enero hasta 31 de diciembre de 1878.... /$c[signed] Pedro G{acute}alvez.",Special Collections
ksrl_sc_griffith_r23_0001,2015-04-28,2015-04-29,2015-05-01,7911336,Griffith R23,Griffith,R23,Res{acute}umen de las observaciones hechas en el Colegio-Seminario a cargo de los PP. de la Compan{acute}ia de Jesus de Guatemala el a{tilde}no 1861.,Res{acute}umen de las observaciones hechas en el Colegio-Seminario a cargo de los PP. de la Compan{acute}ia de Jesus de Guatemala el a{tilde}no 1861.,Special Collections
ksrl_sc_griffith_r24_0001,2015-04-28,2015-04-29,2015-05-01,7911325,Griffith R24,Griffith,R24,"Estad{acute}istica de los asuntos en que se ha ocupado la Corte Suprema de Justica, el Tribunal de S{acute}uplica y la Corte de Apelaciones durante el a{tilde}no de 1872 /","Estad{acute}istica de los asuntos en que se ha ocupado la Corte Suprema de Justica, el Tribunal de S{acute}uplica y la Corte de Apelaciones durante el a{tilde}no de 1872 /$c[signed] Miguel Solares, Enrique Guzm{acute}an.",Special Collections
ksrl_sc_griffith_r25_0001,2015-04-28,2015-04-29,2015-05-01,7911339,Griffith R25,Griffith,R25,Teatro Variedades :,Teatro Variedades :$bCompa{tilde}n{acute}ia C{acute}omica-Dram{acute}atica Espa{tilde}nola.,Special Collections
ksrl_sc_griffith_r26_0001,2015-04-28,2015-04-29,2015-05-01,5349628,Griffith R26,Griffith,R26,"Manifestaci{acute}on del Club ""Liberal Quezalteco"" a su ilustre jefe y candidato el licenciado don Manuel Estrada Cabrera /","Manifestaci{acute}on del Club ""Liberal Quezalteco"" a su ilustre jefe y candidato el licenciado don Manuel Estrada Cabrera /$c[signed] Vicente Mazariegos... [et al].",Special Collections
ksrl_sc_griffith_r28_0001||ksrl_sc_griffith_r28_0002,2015-04-28,2015-04-29,2015-05-01,7911340,Griffith R28,Griffith,R28,"Se{tilde}nor presidente constitucional y benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional y benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] Jos{acute}e Mar{acute}ia Antill{acute}on... [et al.].",Special Collections
ksrl_sc_griffith_r29_0001,2015-04-29,2015-04-30,2015-05-01,7911327,Griffith R29,Griffith,R29,Convenci{acute}on Liberal de Guatemala :,"Convenci{acute}on Liberal de Guatemala :$bsolemne declaratoria del Partido Liberal de Guatemala, por la candidatura del lic. don Manuel Estrada Cabrera, para presidente de la rep{acute}ublica en el pr{acute}oximo periodo constitucional /$c[signed] F. Anguiano... [et al].",Special Collections
ksrl_sc_griffith_r30_0001,2015-04-29,2015-04-30,2015-05-01,7911341,Griffith R30,Griffith,R30,Estad{acute}istica de los asuntos en que se ha ocupado el Tribunal Superior de Justicia y Corte de Apelaciones durante el a{tilde}no de 1871 /,Estad{acute}istica de los asuntos en que se ha ocupado el Tribunal Superior de Justicia y Corte de Apelaciones durante el a{tilde}no de 1871 /$c[signed] Miguel G{acute}omez.,Special Collections
